id,alias1,alias2,Name,Leader,Auto,Tap,Slide,Drive,image,thumbnail,type,element,rank,notes
artemis,,,Artemis,Critical +400 to all allies,Deals 81 damage,Deals 300 damage to 1 enemy and critical rate +40% for 10s to self,Deals 518 damage plus 100 additional damage 3 times to 1 enemy (600 ignore defense damage),Deals 1406 damage and Bleeding (160 continuous damage) for 10s to 4 random enemies,http://i.imgur.com/E9x11Kq.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400019_i.png,Attacker,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
pietas,,,Pietas,Critical +10% to all allies,Deals 82 damage,Deals 301 damage to 1 enemy and critical rate +30% and critical damage +30% for 12s to self,Deals 566 damage with 125 additional damage 2 times to 2 enemies with lowest HP,Deals 1457 damage to 4 random enemies,http://i.imgur.com/klULFTw.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i16319505397.png,Attacker,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
persephone,,,Persephone,Attack -15% to all enemies,Deals 73 damage,Deals 235 damage and agility -30% for 6s to 1 enemy,"Deals 442 damage, attack -30% and weakness defense -30% for 11s to 2 random enemies",Deals 1147 damage to 3 random enemies,http://i.imgur.com/mGu4zEl.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400027_i.png,Debuffer,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
hydra,,,Hydra,Attack -15% to all enemies,Deals 74 damage,Deals 246 damage and attack -35% for 10s to 1 enemy,Deals 528 damage and 75% chance to stun for 10s to 2 enemies with highest attack,Deals 1210 damage and 80% chance to stun for 15s to 3 random enemies,https://i.imgur.com/B7bK9ru.png,https://i.imgur.com/ZVXYuhR.png,Debuffer,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
neman,,,Neman [Neamhain],Attack -15% to all enemies,Deals 74 damage,Deals 241 damage to 1 enemy,Deals 447 damage and attack -30% for 12s to to 2 enemies with highest attack,"Deals 1349 damage to 3 random enemies, skill gauge -25% to 2 enemies with highest attack and enemy drive gauge -150					",http://i.imgur.com/CWGyVq6.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400009_i.png,Debuffer,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
melpomene,,,Melpomene,Critical rate +17.5% to all allies,Deals 70 damage,Deals 208 damage to 1 enemy and critical rate +55% for 8s to ally with highest attack,Critical rate +60% and critical damage +32% for 20s to 2 allies with highest attack,Deals 1252 damage and 100% chance to Confuse for 20s to 3 random enemies and skill damage +100% for 25s to 3 allies with highest attack,http://i.imgur.com/GMONEIo.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400006_i.png,Support,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
bakje,,,Bakje,Gives Reflect (50 damage) to all allies,Deals 63 damage,Deals 155 damage to 1 enemy and defense +450 for 8s to self,Gains Reflect (returns 33% of damage received) for 10s and Taunt (84% provocation) for 8s,Deals 925 damage to 3 random enemies and gives Reflect (returns 40% of damage received) for 20s to all allies,http://i.imgur.com/HcOVE29.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400051_i.png,Tank,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
aten,,,Aten,Gives Reflect (50 damage) to all allies,Deals 64 damage,Deals 162 damage to 1 enemy and skill defense +25 for 8s to self,Gains Reflect (returns 33% of damage received) for 10s and Taunt (84% provocation) for 8s,Deals 942 damage to 3 random anamies and gives Reflect (returns 50% of damage received) for 20s to ally with lowest HP and self,http://i.imgur.com/EYK6ssn.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400041_i.png,Tank,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
cybele,,,Cybele,Gives Reflect (2% damage) to all allies (bonus +2% on raids),Deals 65 damage,Deals 168 damage to 1 enemy and gains Vampirism (Absorbs 70HP per hit) for 2 turns,Gains Reflect (returns 33% of damage received) for 10s and gives skill defense +20% for 16s or 2 hits to all allies,Deals 938 damage to 3 random enemies and gives Reflect (returns 30% of damage received) for 20s to all allies,http://i.imgur.com/JY2fMQb.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400013_i.png,Tank,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
zelos,,,Zelos,Gives Vampirism (Absorbs 40HP per hit) to all allies,Deals 68 damage,Deals 184 damage to 1 enemy and debuff evasion rate +48% for 8s to ally with lowest HP,Deals 347 damage to 1 enemy and heals 351HP and 75% chance to remove all debuffs to 2 allies with lowest HP,Heals 18%HP+76HP and gives Vampirism (absorbs 50% of the damage as HP) for 16s to 3 allies with lowest HP,http://i.imgur.com/ikKAS0X.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400004_i.png,Healer,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
unknown,,,Unknown,Debuff evasion rate +20% to all allies,Deals 69 damage,Deals 191 damage to 1 enemy and heals 210HP and +45% debuff evasion rate for 8s to ally with lowest HP,Deals 355 damage to 1 enemy and heals 1280HP and debuff immunity for 8s or 1 hit to 2 allies with lowest HP,Deals 1309 damage to 2 random enemies and heals 1580HP and debuff immunity for 16s or 2 hits to 3 allies with lowest HP,http://i.imgur.com/wJ0pRgA.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14646263226.png,Healer,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
fenrir,,,Fenrir,Tap damage +80 to all allies ,Deals 80 damage,Deals 293 damage plus 80 additional damage 3 times to 1 enemy,Deals 397 damage and Bleeding (110 continuous damage) for 12s to 2 enemies with 80 additional damage if Forest type,Deals 1360 damage to 3 enemies,http://i.imgur.com/t7MAsVF.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400049_i.png,Attacker,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
hector,,,Hector,Tap damage +80 to all allies ,Deals 80 damage,Deals 292 damage to enemy with lowest HP with 100 additional damage if Forest type,Deals 410 damage and Bleeding (160 continuous damage) for 8s to 2 random enemies,Deals 1387 damage to 3 enemies with lowest HP,http://i.imgur.com/rp8hQ0Y.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400046_i.png,Attacker,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
yuna,,,Yuna,Tap damage +80 to all allies ,Deals 81 damage,Deals 299 damage to enemy with lowest HP with 100 additional damage if Forest type,Deals 481 damage plus 100 additional damage 3 times to 1 enemy,Deals 1295 damage to 4 random enemies,http://i.imgur.com/F1GDP9D.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400015_i.png,Attacker,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
neid,,,Neid,Tap damage +80 to all allies ,Deals 81 damage,Deals 305 damage and Bleeding (120 continuous damage) for 4s to 1 enemy,Deals 487 damage plus 100 additional damage 3 times to 1 enemy,Deals 1446 damage plus 600 ignore defense damage and block heals for 14s to 3 enemies with lowest HP,http://i.imgur.com/mgetVsB.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400007_i.png,Attacker,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
freesia,,,Freesia,Defense -22.5% to all enemies,Deals 73 damage,Deals 233 damage to 1 enemy,Deals 440 damage and defense -25% for 12s to 2 enemies with highest defense,Deals 1142 damage and defense -70% for 20s to 3 random enemies,http://i.imgur.com/BH0f5Qn.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400034_i.png,Debuffer,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
thalia,,,Thalia,Attack +17.5% to all allies,Deals 68 damage,Deals 194 damage to 1 enemy,Deals 360 damage to 1 enemy and attack +40% for 20s to 3 allies with highest attack,Deals 1160 damage to 3 random enemies,http://i.imgur.com/iRjpesu.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i15127388372.png,Support,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
fortuna,,,Fortuna,Attack +17.5% to all allies,Deals 69 damage,Deals 198 damage to 1 enemy and attack +40% for 8s to ally with highest attack,Deals 392 damage to 1 enemy and attack +700 for 22s to 3 allies with highest attack and 60% chance to remove all debuffs to 3 debuffed allies,Deals 1163 damage to 3 random enemies and skill damage +50% for 25s to 3 allies with highest attack,http://i.imgur.com/mWco1pF.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400045_i.png,Support,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
rudolph,,,Rudolph,Attack +17.5% to all allies,Deals 70 damage,Deals 206 damage to 1 enemy and attack +45% for 8s to ally with highest attack,Deals 423 damage to 1 enemy and gives Transition (attack and defense are swapped) for 20s to all allies,Deals 1194 damage to 3 random enemies and attack +50% for 25s to 3 allies with highest attack,http://i.imgur.com/cxxjxt3.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i16078652675.png,Support,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
lady,,,Lady,HP +800 to all allies,Deals 63 damage,Deals 155 damage to 1 enemy and defense +450 for 8s to self,Gains a +1300HP shield for 10s and Taunt (84% provocation) for 8s,Deals 925 damage to 3 random enemies and gives a +15%HP shield for 24s to all allies,http://i.imgur.com/4MO7RvR.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400048_i.png,Tank,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
el dorado,,,El Dorado,HP +800 to all allies,Deals 65 damage,Deals 165 damage to 1 enemy and skill defense by +22 for 6s to self,Gains a +1300HP shield for 10s and Taunt (84% provocation) for 8s,Deals 949 damage and gives a +24%HP shield for 24s to 3 allies with lowest HP,http://i.imgur.com/inhj52d.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400031_i.png,Tank,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
chimaera,chimera,,Chimera [Chimaera],HP +800 to all allies,Deals 65 damage,Deals 170 damage to 1 enemy and skill defense +25 for 8s to self,Gives a +900HP barrier for 12s to all allies,Deals 1070 damage to 3 random enemies and defense +50% and drive skill defense +10% for 20s to all allies,http://i.imgur.com/jcD32Hs.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400014_i.png,Tank,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
fairy,,,Fairy,HP +800 to all allies,Deals 64 damage,Deals 161 damage to 1 enemy and defense +30% for 8s to self,Deals 336 damage to 1 enemy and gains a +1000HP shield and Taunt (85% provocation) for 10s,Deals 931 damage to 3 random enemies and gives a +1200HP shield for 24s to all allies,http://i.imgur.com/DqMtkE2.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14687649326.png,Tank,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
daphne,,,Daphne,Instant heals +100 to all allies,Deals 67 damage,Deals 185 damage to 1 enemy,Heals 394HP and 75% chance to remove all debuffs to 2 allies with lowest HP,Gives 190HP continuous heal for 14s to 3 allies with lowest HP,http://i.imgur.com/4jxiumL.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400021_i.png,Healer,Fire,:star::star::star::star:,I'm still thinking. Come back later for comments.
sonnet,,,Sonnet,Auto damage +80 to all allies ,Deals 79 damage,Deals 290 damage plus 80 additional damage 3 times to 1 enemy,Deals 469 damage and Poison (380 damage when enemy attacks) for 4 turns to 1 random enemy with 150 additional damage if fire type,Deals 1352 damage to 3 random enemies,http://i.imgur.com/Z2tmCaj.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400055_i.png,Attacker,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
elysium,,,Elysium,Auto damage +80 to all allies ,Deals 80 damage,Deals 294 damage to enemy with lowest HP with 100 additional damage if fire type,Deals 363 damage and Poison (280 damage when enemy attacks) for 4 turns to 3 random enemies,Deals 1392 damage to 3 enemies with lowest HP,http://i.imgur.com/eKC4a2a.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400037_i.png,Attacker,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
hebe,,,Hebe,Auto damage +80 to all allies ,Deals 81 damage,Deals 300 damage and Poison (280 damage when enemy attacks) for 3 turns to 1 enemy,Deals 368 damage and Poison (280 damage when enemy attacks) for 4 turns to 3 random enemies,Deals 1407 damage to 3 enemies with lowest HP,http://i.imgur.com/1tIuq1E.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14219780180.png,Attacker,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
danu,,,Danu,Auto damage +80 to all allies ,Deals 81 damage,Deals 300 damage to enemy with lowest HP with 100 additional damage if fire type,Deals 482 damage plus 100 additional damage 3 times to 1 enemy,Deals 1299 damage to 4 random enemies,http://i.imgur.com/BoPv8cU.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400012_i.png,Attacker,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
yui,,,Yui,Tap damage +80 to all allies (bonus +80 on raids),Deals 81 damage,Deals 306 damage and Poison (280 damage when enemy attacks) for 3 turns to 1 enemy,Deals 488 damage plus 100 additional damage 3 times to 1 enemy,Deals 1467 damage plus 600 ignore defense damage and blocks heals for 14s to 3 enemies with lowest HP,http://i.imgur.com/cLWKGZL.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400001_i.png,Attacker,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
arges,,,Arges,Skill gauge charge rate -16% to all enemies,Deals 73 damage,Deals 233 damage to 1 enemy,Deals 440 damage and skill gauge charge rate -32% for 13s to 2 random enemies,Deals 1140 damage and skill gauge charge rate -40% for 20s to 3 random enemies,http://i.imgur.com/bLphiRp.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400030_i.png,Debuffer,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
yaga,,,Yaga,Skill gauge charge rate -16% to all enemies,Deals 73 damage,Deals 235 damage and skill gauge charge rate -25% for 6s to 1 enemy,Deals 443 damage and skill gauge charge rate -40% for 12s to 2 random enemies,Deals 1150 damage and skill gauge charge rate -40% for 20s to 3 random enemies,http://i.imgur.com/7l9V9Qq.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400025_i.png,Debuffer,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
kirinus,,,Kirinus [Kirin],Skill gauge charge rate +15% to all allies,Deals 69 damage,Deals 195 damage to 1 enemy,Deals 362 damage to 1 enemy and skill gauge charge rate +34% for 22s to 3 allies with highest attack,Deals 1164 damage to 3 random enemies,http://i.imgur.com/Sgy9G64.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400056_i.png,Support,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
mayahuel,,,Mayahuel,Skill gauge charge rate +15% to all allies,Deals 70 damage,Deals 208 damage to 1 enemy and skill gauge charge speed +35% for 8s to 1 ally with highest attack,Deals 402 damage to 1 enemy and skill gauge charge rate +35% for 20s to 3 allies with highest attack,Deals 1255 damage and 100% chance to Confuse for 20s to 3 random enemies and heal 616HP to 3 allies with lowest HP,http://i.imgur.com/khbikFl.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400011_i.png,Support,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
halloween,,,Halloween,Defense +400 to all allies,Deals 63 damage,Deals 154 damage to 1 enemy and defense +450 for 8s to self,Defense +65% for 10s to self and gains Taunt (84% provocation) for 8s,Deals 922 damage to 3 random enemies and defense +40% for 20s to all allies,http://i.imgur.com/qV5qCaJ.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400053_i.png,Tank,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
thoth,,,Thoth,Defense +400 to all allies,Deals 65 damage,Deals 168 damage to 1 enemy and skill defense +25 for 8s to self,Defense +30% for 12s to all allies,Deals 937 damage to 3 random enemies and defense +50% and drive skill defense +10% for 20s to all allies,http://i.imgur.com/cliM79p.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400023_i.png,Tank,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
sarah,,,Sarah,Defense +400 to all allies,Deals 65 damage,Deals 171 damage to 1 enemy and skill defense +25 for 8s to self,Defense +30% for 12s to all allies,Deals 1076 damage to 3 random enemies and defense +50% and drive skill defense +10% for 20s to all allies,http://i.imgur.com/y1EMCnV.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400005_i.png,Tank,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
isis,,,Isis,Continuous healing +18 to all allies,Deals 67 damage,Heals 199HP to ally with lowest HP,Heals 324HP and gives 95HP continuous heal to 2 allies with lowest HP,Heals 22.5%HP+74HP to 2 allies with lowest HP,http://i.imgur.com/0Krikn8.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13574126479.png,Healer,Water,:star::star::star::star:,I'm still thinking. Come back later for comments.
tisiphone,,,Tisiphone,Attack +400 to all allies,Deals 80 damage,Deals 295 damage plus 75 additional damage 3 times to 1 enemy and gains Vampirism (absorbs 40HP per hit) for 2 turns,Deals 520 damage to 2 random enemies and absorb 39% of the damage as HP,Deals 1392 damage to 3 enemies with lowest HP,http://i.imgur.com/jWwbR0j.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400042_i.png,Attacker,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
ambrosia,,,Ambrosia,Attack +400 to all allies,Deals 80 damage,Deals 292 damage to enemy with lowest HP with 100 additional damage if water type,Deals 347 (140%) damage to 2 random enemies,Deals 1364 damage to 3 random enemies,http://i.imgur.com/nEKz9UW.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400040_i.png,Attacker,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
korra,,,Korra,Attack +400 to all allies,Deals 80 damage,Deals 295 damage to enemy with lowest HP with 100 additional damage if water type,Deals 477 damage plus 160 additional damage 3 times to 1 enemy ,Deals 1396 damage to 3 enemies with lowest HP,http://i.imgur.com/uk65R1S.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400035_i.png,Attacker,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
amor,,,Amor,Attack +400 to all allies,Deals 80 damage,Deals 296 damage to 1 enemy and absorb 32% of the damage as HP,Deals 477 damage plus 120 additional damage 4 times to 1 enemy,Deals 1248 damage to 4 random enemies,http://i.imgur.com/chzmuun.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400032_i.png,Attacker,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
muse,,,Muse,Weakness defense -27.5% to all enemies,Deals 73 damage,Deals 233 damage to 1 enemy,Deals 440 damage and weakness defense -25% for 11s to 2 enemies with highest defense,Deals 1141 damage to 3 random enemies,http://i.imgur.com/hhbR4QV.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400033_i.png,Debuffer,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
ankh,,,Ankh,Weakness defense -27.5% to all enemies,Deals 73 damage,Deals 233 damage and skill gauge charge rate -20% for 6s to 1 enemy,Deals 440 damage to 1 enemy and weakness defense -50% for 12s to 2 enemies with highest defense and enemy drive gauge -100,Deals 1142 damage and skill gauge -100% to 3 random enemies,http://i.imgur.com/MnLRegC.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13530859552.png,Debuffer,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
tristan,,,Tristan,Attack -15% to all enemies,Deals 74 damage,Deals 242 damage and attack -20% for 8s to 1 enemy,Deals 550 damage and 75% chance to Stun for 10s to 2 enemies with highest attack,Deals 1200 damage and 80% chance to Stun for 15s to 3 random enemies,http://i.imgur.com/Z9tWJez.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13286404177.png,Debuffer,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
flora,,,Flora,Defense +11% to all allies,Deals 69 damage,Deals 195 damage to 1 enemy and 75% chance to remove all debuffs to 1 debuffed ally,Deals 361 damage to 1 enemy and gives a +800HP shield and defense +400 for 20s to 2 allies with lowest HP,Deals 1162 damage to 3 random enemies,http://i.imgur.com/zYByHIp.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400054_i.png,Support,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
red nose,,,Red Nose,Defense +11% to all allies,Deals 69 damage,Deals 200 damage to 1 enemy and defense +40% for 8s to 1 random ally,Deals 381 damage to 1 enemy and 75% chance to remove all debuffs to 2 debuffed allies,Deals 1182 damage to 3 random enemies,http://i.imgur.com/n7phGfL.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i15043316934.png,Support,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
hat trick,,,Hat Trick,Gives Vampirism (Absorbs 5% of the damage as HP) to all allies,Deals 64 damage,Deals 158 damage to 1 enemy and gains Vampirism (absorbs 70HP per hit) for 2 turns,Gains 101HP continuous healing for 10s and Taunt (84% provocation) for 8s,Deals 933 damage to 3 random enemies and gives Vampirism (absorbs 38% of the damage as HP) for 20s to all allies,http://i.imgur.com/4IHJbTQ.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400047_i.png,Tank,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
europa,,,Europa,Gives Vampirism (Absorbs 5% of the damage as HP) to all allies,Deals 65 damage,Deals 171 damage to 1 enemy and self heal 122HP,Deals 362 damage to 1 enemy and gives Vampirism (Absorbs 36% of the damage as HP) for 11s to all allies and Taunt (100% provocation) for 9s to self,Deals 1703 damage to 3 random enemies and defense +50% and drive skill defense +10% for 20s to all allies,http://i.imgur.com/gY4HoP9.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400008_i.png,Tank,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
selene,,,Selene,Weakness defense +14% to all allies,Deals 68 damage,Deals 185 damage to 1 enemy and give a +320HP shield for 6s to ally with lowest HP,Heals 402HP and gives a +10%HP shield for 12s to 2 allies with lowest HP,Gives 161HP continuous heal and Vampirism (Absorbs 50% of the damage as HP) for 22s to 3 allies with lowest HP					,http://i.imgur.com/wtR1OVH.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400010_i.png,Healer,Forest,:star::star::star::star:,I'm still thinking. Come back later for comments.
boxer,,,Boxer,Agility +300 to all allies,Deals 56 damage,Deals 177 damage plus 60 additional damage 2 times to 1 enemy,Deals 353 damage and continuous and instant heal -36% for 14s to 2 enemies with lowest HP,Deals 853 damage to 3 random enemies,http://i.imgur.com/AW5Igzl.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10950991314.png,Attacker,Light,:star::star::star:,I'm still thinking. Come back later for comments.
cheoyong,,,Cheoyong,Agility +300 to all allies,Deals 57 damage,Deals 181 damage to 1 enemy,Deals 343 damage and continuous and instant heal -36% for 12s to 3 enemies with lowest HP,Deals 898 damage to 3 random enemies,http://i.imgur.com/nJTdxit.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13580177527.png,Attacker,Light,:star::star::star:,I'm still thinking. Come back later for comments.
themis,,,Themis,Agility +300 to all allies,Deals 58 damage,Deals 188 damage and continuous and instant heal -20% for 4s to 1 enemy,Deals 311 damage plus 50 additional damage 2 times to 1 enemy and gains Reflect (returns 30% of damage received) for 10s,Deals 800 damage to 4 random enemies,http://i.imgur.com/KsazRC2.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12759485647.png,Attacker,Light,:star::star::star:,I'm still thinking. Come back later for comments.
jana,,,Jana,Agility +300 to all allies,Deals 58 damage,Deals 193 damage and continuous and instant heal -20% for 4s to 1 enemy,Deals 318 damage plus 50 additional damage 2 times to 1 enemy and gains Reflect (returns 30% of damage received) for 10s,Deals 916 damage to 4 random enemies and Bleeding (200 continuous damage) for 8s to 3 enemies with lowest HP,http://i.imgur.com/h7Km4XQ.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10817321236.png,Attacker,Light,:star::star::star:,I'm still thinking. Come back later for comments.
nymph,,,Nymph,Debuff evasion rate -20% to all enemies,Deals 52 damage,Deals 135 damage to 1 enemy,Attack -36% and Blind (-92% accuracy) for 10s to enemy with highest attack,Deals 808 damage and Blind (-30% accuracy) for 20s to 3 random enemies                        ,http://i.imgur.com/yPZNcMG.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11694653688.png,Debuffer,Light,:star::star::star:,I'm still thinking. Come back later for comments.
light revenger,,,Light Revenger,Debuff evasion rate -20% to all enemies,Deals 53 damage,Deals 143 damage to 1 enemy,Attack -36% and Blind (-92% accuracy) for 10s to enemy with highest attack,Deals 829 damage and Blind (-30% accuracy) for 20s to 3 random enemies                        ,http://i.imgur.com/OL4RxhQ.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12969808930.png,Debuffer,Light,:star::star::star:,I'm still thinking. Come back later for comments.
noise source,,,Noise Source,Debuff evasion rate -20% to all enemies,Deals 52 damage,Deals 133 damage to 1 enemy,Deals 312 damage and Blind (-32% accuracy) for 10s to 2 random enemies,Deals 773 damage to 3 random enemies,http://i.imgur.com/d1HOPIX.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11646841202.png,Debuffer,Light,:star::star::star:,I'm still thinking. Come back later for comments.
bremen,,,Bremen,Debuff evasion rate -20% to all enemies,Deals 53 damage,Deals 146 damage and skill gauge charge speed -15% for 6s to 1 enemy,Deals 359 damage and 50% chance to Silence (can't use skills and gauge reset) for 3s to 2 random enemies,70% chance to Silence (can't use skills and gauge reset) for 3s and skill gauge charge rate -30% for 14s to 3 random enemies,http://i.imgur.com/Aa9czT9.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i16597128704.png,Debuffer,Light,:star::star::star:,I'm still thinking. Come back later for comments.
morgana,,,Morgana,Continuous and instant heal +15% to all allies,Deals 51 damage,Deals 123 damage to 1 enemy and gives a +300HP shield for 8s to 1 random ally,Gives continuous heal +45% for 14s to all allies and 53HP continuous heal for 18s to 2 allies with lowest HP,Deals 738 damage to 3 random enemies and heals 709HP to 2 allies with lowest HP,http://i.imgur.com/rcxHcQ9.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11931486573.png,Support,Light,:star::star::star:,I'm still thinking. Come back later for comments.
leuce,,,Leuce,Continuous and instant heal +15% to all allies,Deals 51 damage,Deals 126 damage to 1 enemy and gives a +400HP shield for 8s to 1 random ally,Gives a 300HP shield for 18s to 2 allies with lowest HP and attack +500 for 18s to 2 allies with highest attack,Deals 743 damage to 3 random enemies and gives 101HP continuous heal for 23s to 2 allies with lowest HP,http://i.imgur.com/918qUOe.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13905939885.png,Support,Light,:star::star::star:,I'm still thinking. Come back later for comments.
teddy,,,Teddy,Evasion rate +12% to all allies,Deals 47 damage,Deals 94 damage to 1 enemy and skill defense +30 for 16s or 2 hits to self,Deals 229 damage to 1 enemy and gains Taunt (80% provocation) and Fury (saves up to 300% damage received and returns 1 time) for 6s,Deals 642 damage to 3 random enemies and skill defense +25% for 20s to all allies,http://i.imgur.com/hq9Dhwr.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12566182011.png,Tank,Light,:star::star::star:,I'm still thinking. Come back later for comments.
photic watcher,,,Photic Watcher,Evasion rate +12% to all allies,Deals 47 damage,Deals 95 damage to 1 enemy and defense +350 for 2 turns to self,Deals 239 damage to 1 enemy and gains Taunt (80% provocation) and Fury (saves up to 330% damage received and returns 1 time) for 6s,Deals 642 damage to 3 random enemies and skill defense +35% for 20s to ally with lowest HP and self                                ,http://i.imgur.com/otuesru.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12311820463.png,Tank,Light,:star::star::star:,I'm still thinking. Come back later for comments.
